cluster_id	ContamPct
0	2.0
1	73.7
2	1.3
3	0.0
4	0.6
5	1.4
6	0.0
7	0.0
8	0.0
9	0.0
10	0.0
11	11.6
12	9.6
13	7.4
14	0.0
15	5.3
16	0.0
17	40.8
18	0.0
19	0.0
20	5.7
21	13.2
22	4.5
23	31.1
24	0.0
25	0.0
26	8.1
27	0.0
28	25.5
29	0.0
30	19.7
31	0.0
32	0.0
33	0.0
34	9.3
35	0.0
36	0.0
37	0.0
38	0.0
39	4.0
40	0.0
41	0.0
42	0.0
43	0.0
44	0.0
45	0.0
46	0.0
47	0.0
48	0.0
49	9.0
50	0.0
51	0.0
52	0.0
53	0.0
54	0.0
55	40.2
56	0.0
57	118.2
58	21.3
59	0.0
60	0.0
61	0.0
62	0.0
63	0.0
64	100.5
